name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;279;0;671;3081;1133;3081;925;0
header;283;187;283;220;1925;220;1925;187
B;555;1177;555;1193;565;1193;565;1177
A;838;1270;838;1287;846;1287;846;1270
B;947;1353;947;1380;965;1380;965;1353
A;977;2240;977;2255;985;2255;985;2240
C;920;2375;920;2387;930;2387;930;2375
A;972;2379;972;2395;980;2395;980;2379
A;1017;2436;1017;2449;1028;2449;1028;2436
A;698;2472;698;2489;705;2489;705;2472
D;653;2882;653;2898;661;2898;661;2882
A;717;2972;717;2972;719;2972;719;2972
